ID,YEAR,MO,DY,WS2M,T2M,T2MDEW,T2MWET,Target,RH2M,PS,QV2M,DATE
ID_3iM5gU_20190216,2019,2,16,0.89,26.33,22.68,24.5,0.11,81.59,96.22,18.01,2019-02-16
ID_ZMoalg_20110709,2011,7,9,1.48,22.69,16.87,19.78,0.01,72.23,96.23,12.56,2011-07-09
ID_M5IIcI_20130305,2013,3,5,1.3,25.13,22.57,23.85,6.88,86.1,96.17,17.91,2013-03-05
ID_v41Abv_20130428,2013,4,28,1.01,25.11,22.24,23.68,2.45,84.8,96.05,17.55,2013-04-28
ID_YucpHT_20160503,2016,5,3,0.72,26.56,23.2,24.88,10.33,82.18,96.07,18.62,2016-05-03
ID_sgnMbR_20200514,2020,5,14,1.21,24.86,22.62,23.74,37.83,87.81,96.3,17.93,2020-05-14
ID_dClfEB_20161023,2016,10,23,0.86,26.81,21.53,24.17,0.98,74.17,96.08,16.79,2016-10-23
ID_WhfYj2_20111202,2011,12,2,0.83,25.91,22.17,24.04,8.77,80.86,95.96,17.51,2011-12-02
ID_Py4W5y_20210803,2021,8,3,1.45,24.06,19.52,21.79,0.0,77.09,96.42,14.78,2021-08-03
ID_J4XESz_20181106,2018,11,6,0.91,25.14,22.85,24.0,0.61,87.58,96.0,18.23,2018-11-06
ID_K7gd2l_20190715,2019,7,15,1.38,25.57,19.68,22.63,2.74,71.49,96.15,14.97,2019-07-15
ID_tTaPMZ_20131226,2013,12,26,0.71,24.8,21.31,23.06,6.11,81.93,96.22,16.55,2013-12-26
ID_KlRraR_20211003,2021,10,3,1.28,25.33,21.35,23.34,1.81,79.42,96.1,16.61,2021-10-03
ID_B6zINa_20151228,2015,12,28,0.97,25.49,22.09,23.79,5.91,82.37,96.17,17.36,2015-12-28
ID_62RCXL_20151021,2015,10,21,1.31,26.57,20.7,23.63,1.64,71.44,96.15,15.94,2015-10-21
ID_SEPeBL_20120516,2012,5,16,0.8,24.67,21.62,23.14,1.14,83.65,96.28,16.85,2012-05-16
ID_yrEyUW_20140703,2014,7,3,1.69,24.32,21.25,22.78,0.0,83.79,96.38,16.45,2014-07-03
ID_SH9cFB_20190305,2019,3,5,0.8,25.26,21.67,23.46,2.16,81.2,96.21,16.92,2019-03-05
ID_WJUkag_20161229,2016,12,29,0.98,26.3,21.62,23.96,1.06,75.98,96.08,16.88,2016-12-29
ID_p1pS65_20140130,2014,1,30,0.54,25.82,21.65,23.74,4.8,78.41,95.95,16.96,2014-01-30
ID_5DuHHO_20160403,2016,4,3,0.59,25.99,21.88,23.94,0.13,79.55,96.13,17.16,2016-04-03
ID_HnNuRr_20111231,2011,12,31,0.74,25.03,20.82,22.93,0.03,78.38,96.23,16.05,2011-12-31
ID_GvmgwY_20171027,2017,10,27,1.14,24.6,23.02,23.81,34.22,91.04,96.05,18.4,2017-10-27
ID_D1OOTZ_20170209,2017,2,9,1.11,25.75,22.3,24.02,8.88,81.88,95.96,17.63,2017-02-09
ID_J9vOq7_20150421,2015,4,21,1.43,25.05,21.86,23.46,1.61,83.16,96.18,17.12,2015-04-21
ID_P0sEif_20130115,2013,1,15,0.83,26.43,22.14,24.29,3.37,77.77,95.91,17.47,2013-01-15
ID_0A39pL_20210525,2021,5,25,1.54,24.33,20.96,22.64,0.05,82.69,96.25,16.2,2021-05-25
ID_vUq7U9_20220712,2022,7,12,0.93,24.23,19.64,21.94,0.0,77.01,96.26,14.93,2022-07-12
ID_6q6Mr2_20130331,2013,3,31,0.88,25.1,21.98,23.54,2.93,83.72,96.25,17.23,2013-03-31
ID_suzKpS_20150701,2015,7,1,1.64,23.94,19.23,21.58,0.0,76.36,96.33,14.51,2015-07-01
ID_LlRDQg_20100713,2010,7,13,2.2,24.1,19.9,22.0,0.0,78.91,96.17,15.17,2010-07-13
ID_xFb5HA_20140224,2014,2,24,0.69,25.91,22.49,24.2,9.33,82.1,95.83,17.86,2014-02-24
ID_K3xZ7T_20110802,2011,8,2,2.11,23.94,17.52,20.73,0.0,70.29,96.05,13.08,2011-08-02
ID_WriXzq_20131130,2013,11,30,0.63,25.6,22.06,23.83,14.85,81.49,95.87,17.39,2013-11-30
ID_UGZs6U_20200506,2020,5,6,1.11,24.83,22.67,23.75,9.71,88.18,96.18,18.01,2020-05-06
ID_mrLd0O_20231114,2023,11,14,1.1,26.2,22.99,24.59,3.46,83.02,96.1,18.36,2023-11-14
ID_lge72e_20150121,2015,1,21,0.76,26.3,21.3,23.8,1.82,74.83,96.15,16.56,2015-01-21
ID_rUfFQH_20100512,2010,5,12,1.74,24.74,21.26,23.0,0.83,82.19,96.15,16.53,2010-05-12
ID_2j2bjN_20100628,2010,6,28,1.92,23.55,19.79,21.67,0.02,80.84,96.36,15.03,2010-06-28
ID_Jj8cHb_20220707,2022,7,7,1.64,22.79,19.29,21.04,0.05,81.42,96.38,14.58,2022-07-07
ID_oODgm1_20171004,2017,10,4,1.9,25.04,21.98,23.51,2.29,83.49,96.11,17.25,2017-10-04
ID_tfkYRE_20170402,2017,4,2,1.22,24.88,22.92,23.9,41.86,89.16,96.1,18.28,2017-04-02
ID_YFEDrA_20171215,2017,12,15,0.65,25.65,21.97,23.81,4.36,81.23,96.08,17.26,2017-12-15
ID_ftbl3T_20170726,2017,7,26,1.83,23.37,18.88,21.12,0.04,77.4,96.32,14.21,2017-07-26
ID_LhbQn9_20150905,2015,9,5,2.19,27.91,18.64,23.27,0.24,58.34,96.25,14.0,2015-09-05
ID_xXViIp_20111021,2011,10,21,1.08,24.1,22.42,23.26,48.89,90.48,95.89,17.77,2011-10-21
ID_Klqbbb_20150312,2015,3,12,0.62,26.35,21.67,24.01,0.28,76.48,96.05,16.96,2015-03-12
ID_MOnyZs_20190722,2019,7,22,1.65,24.28,18.36,21.32,0.0,71.19,96.29,13.75,2019-07-22
ID_3ebngW_20181210,2018,12,10,0.99,24.63,22.07,23.35,19.77,86.54,96.38,17.32,2018-12-10
ID_N4i9OG_20101209,2010,12,9,0.96,25.09,20.63,22.86,1.34,77.52,96.08,15.89,2010-12-09
ID_GPldJG_20230812,2023,8,12,1.67,24.96,20.46,22.71,0.24,77.24,96.15,15.72,2023-08-12
ID_l6LMbx_20111229,2011,12,29,1.26,24.0,22.21,23.1,0.33,89.9,96.2,17.48,2011-12-29
ID_IRR7VS_20201123,2020,11,23,1.04,24.47,23.01,23.74,33.43,91.66,96.21,18.36,2020-11-23
ID_v2KkUL_20120903,2012,9,3,2.14,24.35,19.92,22.14,0.03,77.6,96.41,15.15,2012-09-03
ID_l0rnJT_20200803,2020,8,3,2.2,22.52,19.81,21.16,5.33,85.43,96.44,15.05,2020-08-03
ID_GztRzm_20180801,2018,8,1,2.28,21.92,18.4,20.16,0.38,81.32,96.35,13.8,2018-08-01
ID_zeRXwn_20150413,2015,4,13,1.17,25.22,22.69,23.95,13.21,86.61,96.24,18.01,2015-04-13
ID_CZfuG5_20170711,2017,7,11,1.7,21.71,19.0,20.35,0.02,85.1,96.51,14.3,2017-07-11
ID_lAy2oE_20190501,2019,5,1,1.12,26.08,22.85,24.46,0.95,82.95,96.14,18.2,2019-05-01
ID_SaxIKq_20130723,2013,7,23,2.38,22.77,18.16,20.47,0.0,77.23,96.19,13.59,2013-07-23
ID_kIInX3_20180815,2018,8,15,1.95,24.62,20.46,22.54,0.09,78.74,96.38,15.68,2018-08-15
ID_145fCU_20221118,2022,11,18,0.87,24.18,21.53,22.86,4.03,85.72,96.13,16.78,2022-11-18
ID_TU4pFg_20111023,2011,10,23,0.6,24.3,20.65,22.47,6.35,80.72,96.05,15.9,2011-10-23
ID_k001wc_20141126,2014,11,26,1.26,24.79,21.58,23.18,7.3,83.0,96.08,16.85,2014-11-26
ID_ryi8vr_20161120,2016,11,20,1.37,26.09,22.54,24.32,16.08,81.64,95.91,17.91,2016-11-20
ID_8BtI0h_20180108,2018,1,8,0.84,24.97,21.42,23.19,1.5,81.35,96.22,16.67,2018-01-08
ID_BIDLS8_20180731,2018,7,31,2.34,22.38,18.84,20.61,2.15,81.38,96.34,14.2,2018-07-31
ID_zaJvdw_20160418,2016,4,18,1.13,25.16,22.89,24.02,5.89,87.87,96.29,18.22,2016-04-18
ID_wxN5AQ_20181019,2018,10,19,0.88,25.56,21.52,23.54,0.62,79.7,96.0,16.8,2018-10-19
ID_LqV3nN_20171012,2017,10,12,1.82,24.2,21.28,22.74,1.34,84.26,96.15,16.52,2017-10-12
ID_IkVj3f_20200511,2020,5,11,0.77,25.64,22.54,24.09,5.16,83.5,96.27,17.85,2020-05-11
ID_8e5Osc_20190315,2019,3,15,0.71,27.37,22.55,24.96,0.93,75.79,95.97,17.91,2019-03-15
ID_oHpzNf_20130702,2013,7,2,1.8,23.24,20.56,21.9,0.0,85.5,96.27,15.8,2013-07-02
ID_jC8TcY_20200722,2020,7,22,1.6,22.76,18.43,20.59,0.0,77.9,96.22,13.84,2020-07-22
ID_OU9lHM_20140610,2014,6,10,0.98,24.67,21.16,22.91,0.15,81.71,96.23,16.39,2014-06-10
ID_Mrbi2k_20190517,2019,5,17,0.94,25.69,22.69,24.19,5.91,83.94,96.1,18.03,2019-05-17
ID_i5LvxZ_20180226,2018,2,26,1.93,24.99,21.92,23.46,2.78,84.23,96.06,17.22,2018-02-26
ID_1GivUJ_20100309,2010,3,9,0.98,25.83,22.95,24.39,10.31,84.53,96.06,18.32,2010-03-09
ID_RTMIya_20210225,2021,2,25,1.31,24.62,22.3,23.46,6.36,87.61,96.07,17.61,2021-02-25
ID_FTpRxS_20160208,2016,2,8,1.46,25.74,22.97,24.35,3.52,85.39,96.25,18.31,2016-02-08
ID_yVEKhK_20230424,2023,4,24,1.08,26.03,22.78,24.41,2.81,82.95,95.93,18.19,2023-04-24
ID_26DAcy_20120331,2012,3,31,1.74,24.37,21.72,23.04,1.18,86.05,96.23,16.96,2012-03-31
ID_n75DTV_20130511,2013,5,11,1.25,24.9,22.13,23.52,1.62,85.24,96.26,17.41,2013-05-11
ID_1hAqZZ_20180817,2018,8,17,2.74,23.77,20.35,22.06,0.13,82.13,96.29,15.58,2018-08-17
ID_tDvJLj_20210926,2021,9,26,1.31,25.09,21.14,23.12,3.87,79.51,96.19,16.37,2021-09-26
ID_clLyC0_20160301,2016,3,1,1.03,26.7,23.78,25.24,10.63,84.83,96.13,19.27,2016-03-01
ID_1HlPmz_20171127,2017,11,27,1.01,24.95,21.02,22.99,0.29,80.08,96.26,16.24,2017-11-27
ID_2zpFXG_20220628,2022,6,28,1.43,23.12,19.37,21.25,0.0,80.73,96.34,14.66,2022-06-28
ID_mFldm8_20211219,2021,12,19,0.7,27.08,21.55,24.32,0.09,72.33,95.97,16.87,2021-12-19
ID_E6OOmg_20220719,2022,7,19,1.55,23.29,19.46,21.38,0.17,80.16,96.27,14.75,2022-07-19
ID_UG7Kyu_20130217,2013,2,17,1.23,25.56,22.41,23.98,12.92,83.38,95.9,17.79,2013-02-17
ID_x3VQ8V_20110202,2011,2,2,1.37,24.96,21.96,23.46,7.69,84.44,96.07,17.26,2011-02-02
ID_p7Wc0I_20230228,2023,2,28,0.85,24.83,21.91,23.37,28.28,84.71,96.31,17.15,2023-02-28
ID_xrNHDz_20220120,2022,1,20,0.79,24.25,21.83,23.04,24.25,86.86,96.18,17.08,2022-01-20
ID_R9e1qW_20230517,2023,5,17,1.24,24.87,23.14,24.0,9.89,90.36,96.17,18.53,2023-05-17
ID_4ahgoC_20131030,2013,10,30,1.21,24.53,21.79,23.16,5.2,85.02,96.1,17.06,2013-10-30
ID_uDKqaR_20140718,2014,7,18,1.46,21.91,18.32,20.12,0.0,81.06,96.45,13.69,2014-07-18
ID_yoLTef_20120906,2012,9,6,2.0,24.19,19.46,21.83,0.0,76.18,96.4,14.71,2012-09-06
ID_LEi624_20130722,2013,7,22,1.84,22.8,18.87,20.84,0.0,79.9,96.19,14.22,2013-07-22
ID_keLRF8_20160708,2016,7,8,1.39,24.43,20.4,22.42,0.0,79.39,96.39,15.61,2016-07-08
ID_JfN26B_20100324,2010,3,24,0.74,25.0,22.54,23.77,32.58,86.67,95.85,17.93,2010-03-24
ID_QBCyEU_20160410,2016,4,10,1.4,25.47,22.97,24.22,5.35,86.56,96.05,18.37,2016-04-10
ID_7dsfp3_20170127,2017,1,27,0.92,25.04,22.09,23.56,0.8,84.18,96.28,17.35,2017-01-27
ID_Dd4eTq_20201007,2020,10,7,1.87,25.02,21.95,23.49,1.89,83.92,96.18,17.21,2020-10-07
ID_l1VDiC_20201121,2020,11,21,0.9,24.94,22.57,23.75,18.37,87.15,95.97,17.92,2020-11-21
ID_cr48dU_20160803,2016,8,3,1.92,22.82,18.82,20.82,0.0,79.79,96.27,14.17,2016-08-03
ID_kUUCG0_20110228,2011,2,28,1.05,24.32,22.18,23.25,7.56,88.07,95.91,17.51,2011-02-28
ID_fTH0VT_20220227,2022,2,27,1.32,25.22,22.55,23.88,35.2,85.51,96.05,17.9,2022-02-27
ID_yqc7Hn_20150320,2015,3,20,1.06,25.74,22.44,24.09,4.08,82.88,95.92,17.8,2015-03-20
ID_XQ3XCe_20230401,2023,4,1,1.48,24.67,22.16,23.42,2.44,86.67,96.15,17.44,2023-04-01
ID_zHs7QF_20190827,2019,8,27,1.05,26.95,18.33,22.64,0.1,61.58,96.32,13.72,2019-08-27
ID_OcwvQ5_20221012,2022,10,12,1.05,25.76,21.18,23.47,5.33,77.07,96.07,16.44,2022-10-12
ID_OsUykn_20140415,2014,4,15,0.81,24.97,22.55,23.76,7.33,86.96,96.11,17.88,2014-04-15
ID_YLFX36_20190831,2019,8,31,1.74,25.96,19.58,22.77,0.17,69.14,96.21,14.86,2019-08-31
ID_FXZQ1U_20120419,2012,4,19,1.03,24.31,22.41,23.36,10.59,89.41,96.08,17.72,2012-04-19
ID_O38wg9_20110516,2011,5,16,0.82,24.7,21.93,23.32,2.58,85.35,95.94,17.25,2011-05-16
ID_9WOLCB_20100522,2010,5,22,1.55,24.86,21.73,23.3,0.86,83.82,96.13,17.02,2010-05-22
ID_7f9B6I_20131009,2013,10,9,0.91,25.12,21.49,23.3,8.49,81.06,96.18,16.73,2013-10-09
ID_95Qx7l_20200825,2020,8,25,1.16,25.1,20.15,22.63,0.55,75.28,96.15,15.41,2020-08-25
ID_15h9wu_20201122,2020,11,22,0.49,24.68,22.75,23.72,14.4,89.23,96.09,18.12,2020-11-22
ID_2cXiDn_20130212,2013,2,12,1.17,24.41,21.73,23.07,4.24,85.77,95.93,17.03,2013-02-12
ID_MVUiVd_20171204,2017,12,4,0.74,26.28,22.46,24.37,25.8,80.35,96.06,17.8,2017-12-04
ID_SPxA6d_20141123,2014,11,23,0.88,24.4,21.77,23.08,7.67,85.88,96.2,17.01,2014-11-23
ID_k2ZJ18_20170520,2017,5,20,0.68,26.66,22.87,24.77,4.66,80.27,96.19,18.22,2017-05-20
ID_0MZd85_20110705,2011,7,5,1.41,24.49,20.38,22.44,0.06,78.9,96.31,15.61,2011-07-05
ID_6mTKxh_20181209,2018,12,9,1.04,23.76,21.15,22.45,7.69,85.83,96.36,16.36,2018-12-09
ID_2flJWO_20150713,2015,7,13,1.33,25.36,19.55,22.46,0.0,71.96,96.23,14.82,2015-07-13
ID_rxxjrJ_20120806,2012,8,6,1.9,23.6,19.46,21.53,0.0,79.02,96.31,14.76,2012-08-06
ID_V9b7ex_20160705,2016,7,5,1.74,24.18,20.74,22.46,0.01,82.29,96.35,15.95,2016-07-05
ID_OjHimC_20110617,2011,6,17,1.57,23.87,20.74,22.31,0.03,83.56,96.12,15.99,2011-06-17
ID_WWAx6l_20210818,2021,8,18,1.8,24.51,21.07,22.79,0.27,82.13,96.24,16.3,2021-08-18
ID_ObCbkz_20150104,2015,1,4,1.34,24.58,21.13,22.86,3.83,82.12,96.3,16.34,2015-01-04
ID_lTrObc_20180529,2018,5,29,1.28,24.88,22.05,23.47,2.0,84.97,96.25,17.33,2018-05-29
ID_CpPEjw_20220518,2022,5,18,0.88,24.56,22.47,23.52,4.32,88.41,96.1,17.8,2022-05-18
ID_GPxUqE_20210224,2021,2,24,0.98,24.54,22.02,23.28,5.37,86.26,96.07,17.33,2021-02-24
ID_H84rKO_20140522,2014,5,22,0.82,25.66,22.01,23.84,2.81,80.73,96.13,17.32,2014-05-22
ID_fWF5B4_20111002,2011,10,2,2.17,24.81,20.22,22.51,0.9,76.66,96.2,15.46,2011-10-02
ID_xqLHJN_20230716,2023,7,16,1.03,25.07,20.42,22.75,0.02,76.77,96.23,15.68,2023-07-16
ID_4F1FUt_20120825,2012,8,25,2.36,24.17,19.83,22.0,0.0,77.95,96.39,15.06,2012-08-25
ID_ayCWqe_20211115,2021,11,15,0.74,26.03,21.41,23.72,3.37,76.65,96.1,16.68,2021-11-15
ID_AeNJYg_20230718,2023,7,18,2.02,23.5,19.71,21.61,0.0,80.73,96.38,14.96,2023-07-18
ID_FZSCxh_20140811,2014,8,11,2.27,23.77,19.45,21.61,0.02,78.03,96.29,14.75,2014-08-11
ID_Fm16U9_20220711,2022,7,11,1.28,23.23,19.13,21.18,0.02,78.84,96.23,14.45,2022-07-11
ID_3P9Cls_20181122,2018,11,22,0.91,25.61,22.0,23.81,0.85,81.36,96.12,17.29,2018-11-22
ID_FSW439_20100605,2010,6,5,1.51,24.72,20.85,22.79,0.85,80.47,96.41,16.07,2010-06-05
ID_F1RxNI_20231102,2023,11,2,1.28,24.73,22.15,23.44,12.73,85.84,96.14,17.44,2023-11-02
ID_FblgNb_20180306,2018,3,6,0.99,25.55,20.49,23.02,0.09,75.42,96.08,15.75,2018-03-06
ID_BKdiBa_20121225,2012,12,25,0.98,25.52,21.77,23.65,2.7,80.53,96.08,17.05,2012-12-25
ID_MJ5SQp_20180828,2018,8,28,1.61,25.16,20.87,23.01,0.94,78.03,96.18,16.1,2018-08-28
ID_ZieYTN_20211118,2021,11,18,0.9,25.06,20.95,23.01,0.74,79.03,96.11,16.21,2021-11-18
ID_7hj3UU_20101016,2010,10,16,0.63,25.92,20.97,23.45,10.95,75.0,96.06,16.24,2010-10-16
ID_HUL5wY_20120719,2012,7,19,1.8,22.47,18.37,20.42,0.02,78.97,96.38,13.74,2012-07-19
ID_QMNyR1_20170418,2017,4,18,0.79,26.01,22.53,24.27,1.5,81.8,96.06,17.86,2017-04-18
ID_nj3gZa_20160707,2016,7,7,1.31,24.05,20.36,22.2,0.01,81.01,96.37,15.57,2016-07-07
ID_vV3JXN_20190919,2019,9,19,1.13,26.7,20.73,23.72,1.08,71.96,96.13,16.0,2019-09-19
ID_Q3gGyx_20161024,2016,10,24,0.99,27.2,21.67,24.43,0.49,73.54,95.96,16.97,2016-10-24
ID_pWTYdT_20210426,2021,4,26,0.58,26.43,22.13,24.28,5.67,77.63,95.98,17.47,2021-04-26
ID_GX94zK_20120731,2012,7,31,2.61,22.94,18.88,20.91,0.0,79.35,96.24,14.22,2012-07-31
ID_ZNRIrY_20210211,2021,2,11,1.32,25.4,23.1,24.25,0.77,87.69,96.0,18.52,2021-02-11
ID_7NaKEq_20230123,2023,1,23,0.89,24.9,21.17,23.03,5.2,80.48,96.05,16.44,2023-01-23
ID_8qoMn9_20140826,2014,8,26,2.2,24.79,18.85,21.82,0.0,71.76,96.17,14.2,2014-08-26
ID_9Z9L2q_20230312,2023,3,12,1.13,24.1,21.69,22.89,5.9,86.94,96.08,16.95,2023-03-12
ID_qkfbhl_20180711,2018,7,11,0.91,24.23,19.24,21.73,0.0,74.94,96.42,14.52,2018-07-11
ID_anQ1Sr_20180805,2018,8,5,2.28,23.71,20.24,21.97,0.02,81.87,96.35,15.47,2018-08-05
ID_OyPPp5_20190117,2019,1,17,0.98,24.89,21.16,23.03,0.9,80.95,96.2,16.45,2019-01-17
ID_l1VN3U_20181105,2018,11,5,0.79,25.89,22.08,23.98,1.02,80.5,95.97,17.4,2018-11-05
ID_oqPUhU_20120912,2012,9,12,1.7,24.67,20.09,22.38,0.6,76.69,96.29,15.32,2012-09-12
ID_reIDnZ_20171226,2017,12,26,0.94,25.13,22.26,23.69,0.63,84.8,96.03,17.61,2017-12-26
ID_4kThxn_20220215,2022,2,15,1.09,24.29,21.93,23.11,2.52,86.93,96.11,17.21,2022-02-15
ID_rxbX82_20180508,2018,5,8,0.85,25.34,23.07,24.21,18.19,87.55,96.03,18.48,2018-05-08
ID_ktQtXr_20230521,2023,5,21,1.11,24.73,23.12,23.92,5.75,90.9,96.12,18.51,2023-05-21
ID_Sf4HDs_20120908,2012,9,8,2.49,24.66,19.38,22.02,0.26,73.95,96.34,14.65,2012-09-08
ID_jYqJ5O_20200115,2020,1,15,0.58,27.38,22.1,24.74,14.95,73.52,95.98,17.43,2020-01-15
ID_RCXyOt_20161227,2016,12,27,1.16,24.75,21.47,23.11,4.73,82.76,96.1,16.73,2016-12-27
ID_BJNZhp_20221204,2022,12,4,1.36,23.88,22.04,22.96,8.42,89.69,95.99,17.34,2022-12-04
ID_BWEbUG_20180624,2018,6,24,0.84,24.36,20.32,22.34,0.2,79.01,96.26,15.57,2018-06-24
ID_QvhXbp_20220716,2022,7,16,1.76,23.09,18.98,21.03,0.03,78.91,96.21,14.31,2022-07-16
ID_kPsqUU_20210126,2021,1,26,0.75,25.25,21.06,23.16,0.75,78.46,96.08,16.32,2021-01-26
ID_p15pkH_20131228,2013,12,28,0.96,25.22,22.52,23.87,3.77,85.51,96.12,17.84,2013-12-28
ID_07h9UE_20131027,2013,10,27,1.51,23.65,21.43,22.54,7.03,87.61,96.25,16.66,2013-10-27
ID_tRS9gf_20100922,2010,9,22,1.43,26.33,20.09,23.21,1.7,69.8,96.03,15.38,2010-09-22
ID_0hakJN_20161122,2016,11,22,0.86,24.79,22.04,23.42,2.01,85.27,96.16,17.32,2016-11-22
ID_qgCgMU_20120718,2012,7,18,2.23,22.43,19.01,20.72,0.03,82.21,96.44,14.3,2012-07-18
ID_UoR3kz_20200819,2020,8,19,1.78,24.72,21.15,22.93,0.35,81.4,95.91,16.46,2020-08-19
ID_qXg3Ld_20180610,2018,6,10,1.2,22.34,17.12,19.73,0.0,73.07,96.33,12.77,2018-06-10
ID_IhESin_20151219,2015,12,19,1.05,24.52,21.15,22.84,1.7,82.62,96.32,16.36,2015-12-19
ID_ajXb0C_20180613,2018,6,13,0.95,23.91,19.24,21.58,0.0,76.28,96.4,14.54,2018-06-13
ID_S4pmd6_20100904,2010,9,4,2.74,25.3,19.35,22.32,0.35,71.31,96.1,14.66,2010-09-04
ID_3WRBfP_20230503,2023,5,3,1.01,24.05,22.52,23.29,2.61,91.2,96.27,17.83,2023-05-03
ID_rthIgM_20141025,2014,10,25,0.87,25.42,21.46,23.44,2.96,79.61,96.11,16.72,2014-10-25
ID_tGcPgJ_20230818,2023,8,18,2.64,24.6,19.53,22.07,0.01,75.25,96.04,14.84,2023-08-18
ID_VLYxun_20180205,2018,2,5,0.67,26.64,22.94,24.79,2.87,81.16,95.81,18.39,2018-02-05
ID_5CNVDw_20120712,2012,7,12,1.78,23.2,19.33,21.26,0.02,79.96,96.19,14.63,2012-07-12
ID_ufZ8xi_20160930,2016,9,30,1.77,26.69,21.41,24.05,3.77,73.9,96.05,16.68,2016-09-30
ID_cDsdAk_20100926,2010,9,26,1.26,25.88,20.18,23.03,3.14,72.25,96.12,15.44,2010-09-26
ID_vSy1Rx_20111101,2011,11,1,0.86,24.27,21.41,22.84,7.53,84.61,96.06,16.67,2011-11-01
ID_sx7rBL_20171119,2017,11,19,1.26,22.79,21.26,22.02,2.87,91.14,96.07,16.52,2017-11-19
ID_pnS9Se_20150326,2015,3,26,1.35,24.56,23.02,23.79,15.85,91.31,96.12,18.39,2015-03-26
ID_ekexlK_20180810,2018,8,10,1.79,23.79,19.57,21.68,0.02,78.3,96.34,14.85,2018-08-10
ID_hxaoxP_20130226,2013,2,26,0.96,25.08,22.09,23.59,1.64,84.27,96.11,17.38,2013-02-26
ID_9Sv0rt_20230630,2023,6,30,1.52,23.58,20.39,21.98,0.04,83.18,96.37,15.62,2023-06-30
ID_P1aKrU_20191214,2019,12,14,1.04,23.83,22.08,22.95,18.08,90.23,96.21,17.35,2019-12-14
ID_igqN00_20211119,2021,11,19,0.85,25.51,21.66,23.59,0.29,79.84,96.08,16.94,2021-11-19
ID_xH2wnR_20210302,2021,3,2,1.17,25.27,23.17,24.22,19.57,88.38,95.93,18.61,2021-03-02
ID_PjGYYo_20210718,2021,7,18,1.38,23.95,19.43,21.69,0.0,77.27,96.32,14.71,2021-07-18
ID_4oCezi_20220903,2022,9,3,1.54,24.65,20.28,22.47,0.27,78.11,96.37,15.5,2022-09-03
ID_pOrCyb_20150331,2015,3,31,0.93,25.89,21.9,23.9,0.48,79.42,96.09,17.18,2015-03-31
ID_fR1sRz_20110905,2011,9,5,2.03,26.06,18.81,22.44,0.0,65.92,96.22,14.16,2011-09-05
ID_WhVHzm_20161202,2016,12,2,0.58,26.03,21.97,24.0,8.56,79.81,96.11,17.27,2016-12-02
ID_KuBuKl_20160317,2016,3,17,0.83,25.77,21.95,23.86,0.49,80.61,96.35,17.19,2016-03-17
ID_WJiIYM_20200301,2020,3,1,1.61,25.26,22.82,24.04,4.34,86.96,96.19,18.2,2020-03-01
ID_x1o8MZ_20150314,2015,3,14,1.08,26.89,22.35,24.62,3.2,76.83,95.85,17.74,2015-03-14
ID_daVr7r_20140708,2014,7,8,1.76,22.2,18.31,20.25,0.0,80.0,96.6,13.68,2014-07-08
ID_8mr6hW_20170120,2017,1,20,0.8,25.0,21.26,23.13,1.85,81.03,96.05,16.53,2017-01-20
ID_Fe1O8N_20100916,2010,9,16,1.22,24.71,20.18,22.45,0.11,76.45,96.13,15.44,2010-09-16
ID_ekVA1X_20120427,2012,4,27,1.2,25.22,21.66,23.44,0.58,81.69,96.09,16.96,2012-04-27
ID_knRvb2_20211130,2021,11,30,0.82,25.93,22.26,24.09,4.39,81.17,96.01,17.58,2021-11-30
ID_haFCdX_20130518,2013,5,18,0.7,26.53,22.4,24.47,9.95,78.71,96.14,17.72,2013-05-18
ID_Ia0T22_20130201,2013,2,1,1.24,24.35,22.58,23.46,13.56,90.05,96.16,17.9,2013-02-01
ID_MFG4Iv_20170204,2017,2,4,0.88,25.85,21.37,23.61,0.38,77.46,96.07,16.64,2017-02-04
ID_GAFhat_20150522,2015,5,22,0.97,26.25,21.99,24.12,1.27,77.91,96.3,17.25,2015-05-22
ID_Ag3uu4_20110713,2011,7,13,1.76,23.12,18.35,20.74,0.18,76.21,96.25,13.74,2011-07-13
ID_ECDRNn_20120623,2012,6,23,1.03,23.9,20.15,22.03,0.01,80.6,96.44,15.36,2012-06-23
ID_7ObNjL_20110430,2011,4,30,0.9,24.83,22.19,23.51,11.02,85.84,95.92,17.53,2011-04-30
ID_GWCxhs_20160121,2016,1,21,1.39,25.7,22.7,24.2,2.64,84.44,96.1,18.05,2016-01-21
ID_vguxnP_20130813,2013,8,13,1.82,23.7,18.14,20.92,0.02,72.62,96.23,13.58,2013-08-13
ID_FRqIUU_20161009,2016,10,9,1.36,25.92,21.84,23.88,4.52,79.37,96.12,17.12,2016-10-09
ID_tFfZtq_20100108,2010,1,8,0.65,24.64,21.56,23.1,1.4,83.27,96.13,16.81,2010-01-08
ID_H2WPFZ_20190613,2019,6,13,0.92,24.66,17.49,21.07,0.0,65.3,96.35,13.07,2019-06-13
ID_XhQUIo_20210127,2021,1,27,0.75,24.8,21.74,23.27,5.74,83.96,96.08,17.01,2021-01-27
ID_mWyQHr_20131221,2013,12,21,1.12,25.43,21.6,23.51,0.48,80.57,96.07,16.86,2013-12-21
ID_NkpReD_20130416,2013,4,16,1.13,24.95,22.48,23.71,5.17,86.48,96.0,17.82,2013-04-16
